set_name	source	classes	item_id	item_name	slot
Runed Protector's Armor	Thurgadin	PAL	7865	Runed Protector's Greaves	legs
Runed Protector's Armor	Thurgadin	PAL	7861	Runed Protector's Boots	feet
Runed Scout's Armor	Thurgadin	RNG	7873	Runed Scout's Helm	head
Runed Scout's Armor	Thurgadin	RNG	7870	Runed Scout's Breastplate	chest
Runed Scout's Armor	Thurgadin	RNG	7874	Runed Scout's Vambraces	arms
Runed Scout's Armor	Thurgadin	RNG	7869	Runed Scout's Bracer	wrist1
Runed Scout's Armor	Thurgadin	RNG	7871	Runed Scout's Gauntlets	hands
Runed Scout's Armor	Thurgadin	RNG	7872	Runed Scout's Greaves	legs
Runed Scout's Armor	Thurgadin	RNG	7868	Runed Scout's Boots	feet
Runed Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	7881	Runed Velium Battlehammer	primary
Runed Velium Weapons	Dragon Necropolis	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	7882	Runed Velium Claidhmore	primary
Ry`Gorr Chain Armor	Eastern Wastes	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	7930	Ry`Gorr Battle Mail	chest
Ry`Gorr Chain Armor	Eastern Wastes	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	7931	Ry`Gorr Chain Bracer	wrist1
Ry`Gorr Chain Armor	Eastern Wastes	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	7932	Ry`Gorr Chain Coif	head
Ry`Gorr Chain Armor	Eastern Wastes	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	7933	Ry`Gorr Chain Collar	neck
Ry`Gorr Chain Armor	Eastern Wastes	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	7934	Ry`Gorr Chain Gloves	hands
Ry`Gorr Chain Armor	Eastern Wastes	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	7935	Ry`Gorr Chain Leggings	legs
Ry`Gorr Chain Armor	Eastern Wastes	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	7937	Ry`Gorr Iron Armguards	arms
Sage's Armor	Thurgadin	WIZ	7961	Sage's Crown	head
Sage's Armor	Thurgadin	WIZ	7964	Sage's Robe	chest
Sage's Armor	Thurgadin	WIZ	7965	Sage's Sleeves	arms
Sage's Armor	Thurgadin	WIZ	7960	Sage's Bracelet	wrist1
Sage's Armor	Thurgadin	WIZ	7962	Sage's Gloves	hands
Sage's Armor	Thurgadin	WIZ	7963	Sage's Pantaloons	legs
Sage's Armor	Thurgadin	WIZ	7959	Sage's Boots	feet
Scaled Hierophant Armor	Plane of Hate	SHM	8067	Scaled Hierophant Cloak	back
Scaled Hierophant Armor	Plane of Hate	SHM	8070	Scaled Hierophant Helm	head
Scaled Hierophant Armor	Plane of Hate	SHM	8066	Scaled Hierophant Breastplate	chest
Scaled Hierophant Armor	Plane of Hate	SHM	8065	Scaled Hierophant Bracers	wrist1
Scaled Hierophant Armor	Plane of Hate	SHM	8069	Scaled Hierophant Greaves	legs
Scaled Hierophant Armor	Plane of Hate	SHM	8071	Scaled Hierophant Vambraces	arms
Scaled Hierophant Armor	Plane of Hate	SHM	8068	Scaled Hierophant Gauntlets	hands
Scaled Hierophant Armor	Plane of Hate	SHM	8064	Scaled Hierophant Boots	feet
Scaled Knight's Armor	Skyshrine	PAL	8077	Scaled Knight's Helm	head
Scaled Knight's Armor	Skyshrine	PAL	8074	Scaled Knight's Breastplate	chest
Scaled Knight's Armor	Skyshrine	PAL	8078	Scaled Knight's Vambraces	arms
Scaled Knight's Armor	Skyshrine	PAL	8073	Scaled Knight's Bracer	wrist1
Scaled Knight's Armor	Skyshrine	PAL	8075	Scaled Knight's Gauntlets	hands
Scaled Knight's Armor	Skyshrine	PAL	8076	Scaled Knight's Greaves	legs
Scaled Knight's Armor	Skyshrine	PAL	8072	Scaled Knight's Boots	feet
Scaled Mystic Armor Quests		SHM	8081	Scaled Mystic Breastplate	chest
Scaled Mystic Armor Quests		SHM	8084	Scaled Mystic Greaves	legs
Scaled Mystic Armor Quests		SHM	8083	Scaled Mystic Gauntlets	hands
Scaled Mystic Armor Quests		SHM	8082	Scaled Mystic Cloak	back
Scaled Mystic Armor Quests		SHM	8079	Scaled Mystic Boots	feet
Scaled Mystic Armor Quests		SHM	8080	Scaled Mystic Bracers	wrist1
Scaled Mystic Armor Quests		SHM	8085	Scaled Mystic Helm	head
Scaled Mystic Armor Quests		SHM	8086	Scaled Mystic Vambraces	arms
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8195	Sebilite Scale Belt	waist
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8196	Sebilite Scale Boots	feet
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8197	Sebilite Scale Bracelet	wrist1
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8198	Sebilite Scale Cap	head
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8199	Sebilite Scale Cape	back
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8200	Sebilite Scale Coat	chest
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8201	Sebilite Scale Gloves	hands
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8202	Sebilite Scale Leggings	legs
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8203	Sebilite Scale Mantle	shoulders
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8204	Sebilite Scale Mask	face
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8205	Sebilite Scale Neckguard	neck
Sebilite Scale Armor	Old Sebilis	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8206	Sebilite Scale Vambraces	arms
Sentient Armor		SHD	8226	Sentient Helm	head
Sentient Armor		SHD	8223	Sentient Breastplate	chest
Sentient Armor		SHD	8229	Sentient Vambraces	arms
Sentient Armor		SHD	8224	Sentient Gauntlets	hands
Sentient Armor		SHD	8225	Sentient Greaves	legs
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8233	Sentry Breastplate	chest
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8238	Sentry Leggings	legs
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8237	Sentry Helmet	head
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8235	Sentry Gauntlets	hands
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8231	Sentry Boots	feet
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8240	Sentry Pauldrons	shoulders
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8234	Sentry Choker	neck
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8236	Sentry Girdle	waist
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8241	Sentry Robe	chest
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8232	Sentry Bracer	wrist1
Sentry Armor	Skyshrine	WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8242	Sentry Shield	secondary
Shadow Armor	Skyshrine	ROG	8299	Shadow Crown	head
Shadow Armor	Skyshrine	ROG	8298	Shadow Chestguard	chest
Shadow Armor	Skyshrine	ROG	8306	Shadow Vambraces	arms
Shadow Armor	Skyshrine	ROG	8297	Shadow Bracer	wrist1
Shadow Armor	Skyshrine	ROG	8301	Shadow Gauntlets	hands
Shadow Armor	Skyshrine	ROG	8302	Shadow Greaves	legs
Shadow Armor	Skyshrine	ROG	8296	Shadow Boots	feet
Shadowknight Kael Armor	Kael Drakkel	SHD	6012	Malevolent Crown	head
Shadowknight Kael Armor	Kael Drakkel	SHD	6011	Malevolent Breastplate	chest
Shadowknight Kael Armor	Kael Drakkel	SHD	6016	Malevolent Vambraces	arms
Shadowknight Kael Armor	Kael Drakkel	SHD	6010	Malevolent Bracer	wrist1
Shadowknight Kael Armor	Kael Drakkel	SHD	6013	Malevolent Gauntlets	hands
Shadowknight Kael Armor	Kael Drakkel	SHD	6014	Malevolent Greaves	legs
Shadowknight Kael Armor	Kael Drakkel	SHD	6009	Malevolent Boots	feet
Shadowknight Thurgadin Armor	Thurgadin	SHD	2309	Dark Runed Crown	head
Shadowknight Thurgadin Armor	Thurgadin	SHD	2308	Dark Runed Breastplate	chest
Shadowknight Thurgadin Armor	Thurgadin	SHD	2313	Dark Runed Vambraces	arms
Shadowknight Thurgadin Armor	Thurgadin	SHD	2307	Dark Runed Bracer	wrist1
Shadowknight Thurgadin Armor	Thurgadin	SHD	2310	Dark Runed Gauntlets	hands
Shadowknight Thurgadin Armor	Thurgadin	SHD	2311	Dark Runed Greaves	legs
Shadowknight Thurgadin Armor	Thurgadin	SHD	2306	Dark Runed Boots	feet
Shaman Skyshrine Armor	Skyshrine	SHM	10701	Wolf Caller's Helm	head
Shaman Skyshrine Armor	Skyshrine	SHM	10698	Wolf Caller's Breastplate	chest
Shaman Skyshrine Armor	Skyshrine	SHM	10702	Wolf Caller's Vambraces	arms
Shaman Skyshrine Armor	Skyshrine	SHM	10697	Wolf Caller's Bracer	wrist1
Shaman Skyshrine Armor	Skyshrine	SHM	10699	Wolf Caller's Gauntlets	hands
Shaman Skyshrine Armor	Skyshrine	SHM	10700	Wolf Caller's Greaves	legs
Shaman Skyshrine Armor	Skyshrine	SHM	10696	Wolf Caller's Boots	feet
Shamanistic Shenannigan Armor	Plane of Mischief	SHM	8338	Shamanistic Shenannigan Helm	head
Shamanistic Shenannigan Armor	Plane of Mischief	SHM	8335	Shamanistic Shenannigan Chestplate	chest
Shamanistic Shenannigan Armor	Plane of Mischief	SHM	8332	Shamanistic Shenannigan Arm Guard	arms
Shamanistic Shenannigan Armor	Plane of Mischief	SHM	8334	Shamanistic Shenannigan Bracer	wrist1
Shamanistic Shenannigan Armor	Plane of Mischief	SHM	8331	Shamanistic Shenanigan Gauntlets	hands
Shamanistic Shenannigan Armor	Plane of Mischief	SHM	8337	Shamanistic Shenannigan Greaves	legs
Shamanistic Shenannigan Armor	Plane of Mischief	SHM	8333	Shamanistic Shenannigan Boots	feet
Shining Armor	Kael Drakkel	PAL	8463	Shining Helm	head
Shining Armor	Kael Drakkel	PAL	8460	Shining Breastplate	chest
Shining Armor	Kael Drakkel	PAL	8467	Shining Vambraces	arms
Shining Armor	Kael Drakkel	PAL	8459	Shining Bracer	wrist1
Shining Armor	Kael Drakkel	PAL	8461	Shining Gauntlets	hands
Shining Armor	Kael Drakkel	PAL	8462	Shining Greaves	legs
Shining Armor	Kael Drakkel	PAL	8458	Shining Boots	feet
Shiverback-hide Armor	Plane of Fear	MNK	8497	Shiverback-hide Armbands	arms
Shiverback-hide Armor	Plane of Fear	MNK	8498	Shiverback-hide Boots	feet
Shiverback-hide Armor	Plane of Fear	MNK	8499	Shiverback-hide Gloves	hands
Shiverback-hide Armor	Plane of Fear	MNK	8500	Shiverback-hide Jerkin	chest
Shiverback-hide Armor	Plane of Fear	MNK	8501	Shiverback-hide Leggings	legs
Shiverback-hide Armor	Plane of Fear	MNK	8502	Shiverback-hide Wristbands	wrist1
Silver Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8589	Silver Full Plate Boots	feet
Silver Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8590	Silver Full Plate Bracer	wrist1
Silver Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8592	Silver Full Plate Gauntlets	hands
Silver Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8594	Silver Full Plate Greaves	legs
Silver Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8595	Silver Full Plate Helm	head
Silver Full Plate	Crafted	WAR,CLR,PAL,SHD,BRD	8597	Silver Full Plate Vambraces	arms
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8588	Silver Full Breastplate	chest
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8589	Silver Full Plate Boots	feet
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8590	Silver Full Plate Bracer	wrist1
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8591	Silver Full Plate Collar	neck
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8592	Silver Full Plate Gauntlets	hands
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8593	Silver Full Plate Girdle	waist
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8594	Silver Full Plate Greaves	legs
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8595	Silver Full Plate Helm	head
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8596	Silver Full Plate Pauldron	shoulders
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8597	Silver Full Plate Vambraces	arms
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8598	Silver Full Plate Visor	face
Silver Full Plate Armor	Crafted	WAR,CLR,PAL,SHD,BRD	8599	Silver Full Splinted Cloak	back
Silver Moon Armor	Plane of Growth	MNK	8613	Silver Moon Headband	head
Silver Moon Armor	Plane of Growth	MNK	8612	Silver Moon Chest Wraps	chest
Silver Moon Armor	Plane of Growth	MNK	8611	Silver Moon Arm Wraps	arms
Silver Moon Armor	Plane of Growth	MNK	8616	Silver Moon Wrist Wraps	wrist1
Silver Moon Armor	Plane of Growth	MNK	3391	Fist of the Silver Moon	hands
Silver Moon Armor	Plane of Growth	MNK	8614	Silver Moon Pants	legs
Silver Moon Armor	Plane of Growth	MNK	8615	Silver Moon Slippers	feet
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8638	Silvered Battle Axe	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8639	Silvered Dagger	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8641	Silvered Javelin	range
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8642	Silvered Long Sword	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8643	Silvered Mace	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8646	Silvered Pick	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8647	Silvered Rapier	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8649	Silvered Scimitar	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8650	Silvered Short Sword	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8651	Silvered Shuriken	range
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8652	Silvered Spear	primary
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8655	Silvered Throwing Axe	range
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8656	Silvered Throwing Knife	range
Silvered Weapons	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8657	Silvered Warhammer	primary
Singing Steel Armor	Kunark (Trakanon / Venril Sathir)	BRD	8675	Singing Steel Helm	head
Singing Steel Armor	Kunark (Trakanon / Venril Sathir)	BRD	8672	Singing Steel Breastplate	chest
Singing Steel Armor	Kunark (Trakanon / Venril Sathir)	BRD	8676	Singing Steel Vambraces	arms
Singing Steel Armor	Kunark (Trakanon / Venril Sathir)	BRD	8671	Singing Steel Bracer	wrist1
Singing Steel Armor	Kunark (Trakanon / Venril Sathir)	BRD	8673	Singing Steel Gauntlets	hands
Singing Steel Armor	Kunark (Trakanon / Venril Sathir)	BRD	8674	Singing Steel Greaves	legs
Singing Steel Armor	Kunark (Trakanon / Venril Sathir)	BRD	8670	Singing Steel Boots	feet
Sly Summoners Armor	Plane of Mischief	MAG	8762	Sly Summoners Crown	head
Sly Summoners Armor	Plane of Mischief	MAG	8765	Sly Summoners Robe	chest
Sly Summoners Armor	Plane of Mischief	MAG	8766	Sly Summoners Sleeves	arms
Sly Summoners Armor	Plane of Mischief	MAG	8767	Sly Summoners Wristguard	wrist1
Sly Summoners Armor	Plane of Mischief	MAG	8763	Sly Summoners Gloves	hands
Sly Summoners Armor	Plane of Mischief	MAG	8764	Sly Summoners Pants	legs
Sly Summoners Armor	Plane of Mischief	MAG	8761	Sly Summoners Boots	feet
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8778	Small Banded Mail	chest
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8781	Small Banded Sleeves	arms
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8777	Small Banded Leggings	legs
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8774	Small Banded Gauntlets	hands
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8771	Small Banded Boots	feet
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8770	Small Banded Belt	waist
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8772	Small Banded Bracer	wrist1
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8776	Small Banded Helm	head
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8773	Small Banded Cloak	back
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8779	Small Banded Mantle	shoulders
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8780	Small Banded Mask	face
Small Banded Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8775	Small Banded Gorget	neck
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8807	Small Bronze Breastplate	chest
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8815	Small Bronze Vambraces	arms
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8811	Small Bronze Greaves	legs
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8809	Small Bronze Gauntlets	hands
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8805	Small Bronze Boots	feet
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8810	Small Bronze Girdle	waist
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8806	Small Bronze Bracers	wrist1
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8812	Small Bronze Helm	head
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8814	Small Bronze Pauldron	shoulders
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8813	Small Bronze Mask	face
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8808	Small Bronze Collar	neck
Small Bronze Armor Set	World drop	WAR,CLR,PAL,SHD,BRD	8995	Small Splinted Bronze Cloak	back
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8819	Small Chainmail Belt	waist
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8821	Small Chainmail Bracelet	wrist1
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8823	Small Chainmail Cape	back
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8818	Small Chain Coif	head
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8825	Small Chainmail Coat	chest
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8828	Small Chainmail Gloves	hands
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8829	Small Chainmail Mantle	shoulders
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8831	Small Chainmail Neckguard	neck
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8877	Small Iron Armplates	arms
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8878	Small Iron Boots	feet
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8879	Small Iron Legplates	legs
Small Chainmail / Iron Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8880	Small Iron Mask	face
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8850	Small Cloth Shirt	chest
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8851	Small Cloth Sleeves	arms
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8847	Small Cloth Pants	legs
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8846	Small Cloth Gloves	hands
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8848	Small Cloth Sandals	feet
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8845	Small Cloth Cord	waist
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8853	Small Cloth Wristband	wrist1
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8842	Small Cloth Cap	head
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8849	Small Cloth Shawl	shoulders
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8852	Small Cloth Veil	face
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8844	Small Cloth Choker	neck
Small Cloth Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM,NEC,WIZ,MAG,ENC	8843	Small Cloth Cape	back
Small Patchwork Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8919	Small Patchwork Boots	feet
Small Patchwork Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8920	Small Patchwork Cloak	back
Small Patchwork Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8921	Small Patchwork Pants	legs
Small Patchwork Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8922	Small Patchwork Sleeves	arms
Small Patchwork Armor Set	Crafted	WAR,CLR,PAL,RNG,SHD,DRU,BRD,ROG,SHM	8923	Small Patchwork Tunic	chest
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8945	Small Raw-hide Belt	waist
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8946	Small Raw-hide Boots	feet
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8947	Small Raw-hide Cloak	back
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8948	Small Raw-hide Gloves	hands
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8949	Small Raw-hide Gorget	neck
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8950	Small Raw-hide Leggings	legs
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8951	Small Raw-hide Mask	face
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8952	Small Raw-hide Shoulderpads	shoulders
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8953	Small Raw-hide Skullcap	head
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8954	Small Raw-hide Sleeves	arms
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8955	Small Raw-hide Tunic	chest
Small Raw-Hide Armor Set		WAR,CLR,PAL,RNG,SHD,DRU,MNK,BRD,ROG,SHM	8956	Small Raw-hide Wristbands	wrist1
Small Ringmail Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8971	Small Ringmail Belt	waist
Small Ringmail Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8972	Small Ringmail Boots	feet
Small Ringmail Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8973	Small Ringmail Bracelet	wrist1
Small Ringmail Armor Set		WAR,CLR,PAL,RNG,SHD,BRD,ROG,SHM	8974	Small Ringmail Cape	back
